"Amb35822772";"[Ca+2].CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@H](O)C[C@H](O)CC([O-])=O)-c1ccccc1)C(=O)Nc1ccccc1.CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@H](O)C[C@H](O)CC([O-])=O)-c1ccccc1)C(=O)Nc1ccccc1"
"Amb35823276";"CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC(=O)OC(C)C)-c1ccccc1)C(=O)Nc1ccccc1"
"Amb35823277";"[Ca+2].CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@H](CC([O-])=O)OC)-c1ccccc1)C(=O)Nc1ccccc1.CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@H](CC([O-])=O)OC)-c1ccccc1)C(=O)Nc1ccccc1"
"Amb36278860";"[Na+].[Na+].CC(C)c1c(C(=O)Nc2ccccc2[O-])c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC([O-])=O"
"Amb535780";"O[C@@H](C[C@H](CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1.O[C@@H](C[C@H](CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1.[Ca+2]"
"Amb815624";"O[C@@H](C[C@H](CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1"
"Amb831773";"O[C@@H](CC(CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1.[Ca+]"
"Amb8383905";"CCCCOC(=O)CC1CC(CCn2c(C(C)C)c(c(c2c2ccc(cc2)F)c2ccccc2)C(=O)Nc2ccccc2)OC(O1)(C)C"
"Amb8384035";"Fc1ccc(cc1)c1c(c2ccccc2)c(c(n1CCC1OCCO1)C(C)C)C(=O)Nc1ccccc1"
"Amb8397332";"O[C@@H](C[C@H](CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccc(cc1)O.[Ca+2]"
"Amb8397335";"O[C@@H](C[C@H](CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1c([2H])c([2H])c(c(c1[2H])[2H])[2H])C(=O)Nc1ccccc1O.[Ca+2]"
"Amb8628246";"O=C(OC(C)(C)C)C[C@H]1C[C@@H](CCn2c(C(C)C)c(c(c2c2ccc(cc2)F)c2ccccc2)C(=O)Nc2ccc(cc2)O)OC(O1)(C)C"
